A.thaliana	G.sempervirens	C.roseus	Short_description	Curator_summary
NA	Gelse_mpi.v2.2_MPIG008220.1	NA	NA	NA
NA	NA	CRO_07G008960.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008230.1	CRO_07G008970.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008240.1	NA	NA	NA
AT1G09920.1	Gelse_mpi.v2.2_MPIG008250.1	CRO_07G008980.1	TRAF-type zinc finger-related	NA
AT1G09890.1	Gelse_mpi.v2.2_MPIG008260.1	CRO_07G008990.1	Rhamnogalacturonate lyase family protein	NA
AT1G58265.1	NA	NA	Cytochrome P450 superfamily protein	NA
AT1G09880.1	NA	NA	Rhamnogalacturonate lyase family protein	NA
AT4G24430.1	NA	NA	Rhamnogalacturonate lyase family protein	NA
AT1G09870.1	NA	NA	histidine acid phosphatase family protein	NA
AT1G09910.1	Gelse_mpi.v2.2_MPIG008270.3	CRO_07G009020.1	Rhamnogalacturonate lyase family protein	NA
AT1G09860.1	NA	NA	purine permease 16	Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane.
NA	Gelse_mpi.v2.2_MPIG008280.3	CRO_07G009030.1	NA	NA
AT1G09850.1	NA	NA	xylem bark cysteine peptidase 3	Arabidopsis thaliana papain-like cysteine peptidase
AT4G24440.1	Gelse_mpi.v2.2_MPIG008290.2	CRO_07G009040.4	transcription initiation factor IIA gamma chain / TFIIA-gamma (TFIIA-S)	NA
NA	Gelse_mpi.v2.2_MPIG008300.1	CRO_07G009050.1	NA	NA
AT1G58225.1	Gelse_mpi.v2.2_MPIG008320.1	NA	NA	NA
AT4G24450.1	NA	NA	phosphoglucan, water dikinase	NA
AT1G58260.1	NA	NA	cytochrome p450 79c2	member of CYP79C subfamily of cytochrome p450s. Encodes a putative xylan endohydrolase. similar to some closely linked pseudogenes.
NA	Gelse_mpi.v2.2_MPIG008330.6	CRO_07G009060.1	NA	NA
AT1G09820.1	NA	NA	Pentatricopeptide repeat (PPR-like) superfamily protein	NA
NA	Gelse_mpi.v2.2_MPIG008340.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG008310.1	NA	NA	NA
AT4G24460.1	Gelse_mpi.v2.2_MPIG008350.1	CRO_07G009070.1	CRT (chloroquine-resistance transporter)-like transporter 2	Encodes one of the CRT-Like transporters (CLT1/AT5G19380, CLT2/AT4G24460, CLT3/AT5G12170). Required for glutathione homeostasis and stress responses.  Mutants lacking these transporters are heavy metal-sensitive, glutathione(GSH)-deficient, and hypersensitive to Phytophthora infection.
AT1G09815.1	NA	NA	polymerase delta 4	NA
NA	Gelse_mpi.v2.2_MPIG008370.1	CRO_07G009080.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008360.1	CRO_07G009090.1	NA	NA
NA	NA	CRO_07G009100.1	NA	NA
NA	NA	CRO_07G009110.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG008460.4	NA	NA	NA
AT5G49680.2	Gelse_mpi.v2.2_MPIG008380.1	CRO_07G009120.1	Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain	Conserved among eukaryotes, similar to Arabidopsis SABRE. The phenotype of the kip/sab double mutant suggests related functions for both genes, however, the KIP protein is mostly required for tip-growth. Predicted to be targeted to the secretory pathway. mRNA was detected in all organs, with most abundance in pollen and roots.
AT1G58250.2	Gelse_mpi.v2.2_MPIG008380.1	CRO_07G009120.1	Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain	SABRE, putative gene of unknown function, homologous to maize apt1 gene. Required for normal cell expansion in the root cortex. The sabre mutation results in abnormal cell expansion. Encodes a rare message; very low level of expression was detected in roots and shoots.
NA	Gelse_mpi.v2.2_MPIG008390.1	CRO_07G009130.4	NA	NA
AT4G24470.3	Gelse_mpi.v2.2_MPIG008400.5	CRO_07G009140.2	GATA-type zinc finger protein with TIFY domain	ZIM is a putative transcription factor containing an atypical GATA-type zinc-finger motif.
AT1G58245.1	NA	NA	Plant thionin family protein	Encodes a Plant thionin family protein
AT1G09780.1	NA	NA	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent	NA
AT5G49690.1	Gelse_mpi.v2.2_MPIG008410.1	CRO_07G009150.1	UDP-Glycosyltransferase superfamily protein	NA
AT1G09770.1	NA	NA	cell division cycle 5	Member of MYB3R- and R2R3- type MYB- encoding genes.  Essential for plant innate immunity.  Interacts with MOS4 and PRL1.
AT1G58235.1	NA	NA	NA	NA
NA	NA	CRO_07G009160.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008420.4	NA	NA	NA
AT1G09760.1	NA	NA	U2 small nuclear ribonucleoprotein A	NA
AT1G58230.1	Gelse_mpi.v2.2_MPIG008430.1	CRO_07G009170.1	binding	NA
NA	Gelse_mpi.v2.2_MPIG008450.1	CRO_07G009210.1	NA	NA
AT4G24480.1	Gelse_mpi.v2.2_MPIG008440.1	CRO_07G009180.1	Protein kinase superfamily protein	NA
NA	NA	CRO_07G009190.1	NA	NA
AT1G09730.1	NA	NA	Cysteine proteinases superfamily protein	NA
NA	Gelse_mpi.v2.2_MPIG008470.1	CRO_07G009200.3	NA	NA
AT1G09700.1	Gelse_mpi.v2.2_MPIG008510.3	CRO_07G009230.4	dsRNA-binding domain-like superfamily protein	Encodes a nuclear dsRNA binding protein. Involved in mRNA cleavage. The mutant is characterized by shorter stature, delayed flowering, leaf hyponasty, reduced fertility, decreased rate of root growth, and an altered root gravitropic response. It also exhibits less sensitivity to auxin and cytokinin.
AT4G24490.1	Gelse_mpi.v2.2_MPIG008480.1	CRO_07G009220.1	RAB geranylgeranyl transferase alpha subunit 1	NA
NA	Gelse_mpi.v2.2_MPIG008490.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG008500.1	NA	NA	NA
NA	NA	CRO_07G009240.1	NA	NA
AT4G24500.1	NA	CRO_07G009250.1	hydroxyproline-rich glycoprotein family protein	NA
NA	Gelse_mpi.v2.2_MPIG008520.2	CRO_07G009260.2	NA	NA
AT4G24510.1	Gelse_mpi.v2.2_MPIG008530.1	CRO_07G009270.1	HXXXD-type acyl-transferase family protein	Involved in C28 to C30 fatty acid elongation.
AT4G24520.1	Gelse_mpi.v2.2_MPIG008540.1	CRO_07G009280.1	P450 reductase 1	Encodes a cyp450 reductase likely to be involved in phenylpropanoid metabolism.
AT1G58220.1	Gelse_mpi.v2.2_MPIG008550.2	CRO_07G009290.3	Homeodomain-like superfamily protein	NA
AT1G09710.2	Gelse_mpi.v2.2_MPIG008550.2	CRO_07G009290.3	Homeodomain-like superfamily protein	NA
NA	Gelse_mpi.v2.2_MPIG008560.2	CRO_07G009300.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG008570.4	CRO_07G009310.4	NA	NA
NA	Gelse_mpi.v2.2_MPIG008580.5	NA	NA	NA
NA	NA	CRO_07G009320.3	NA	NA
AT1G58210.1	NA	NA	kinase interacting family protein	NA
AT1G09720.1	NA	NA	Kinase interacting (KIP1-like) family protein	NA
NA	Gelse_mpi.v2.2_MPIG008590.1	CRO_07G009330.4	NA	NA
NA	NA	CRO_07G009340.1	NA	NA
AT1G58200.1	Gelse_mpi.v2.2_MPIG008600.1	CRO_07G009360.8	MSCS-like 3	A member of MscS-like gene family, structurally very similar to MSL2, comprising of an N-terminal chloroplast transit peptide, five trans-membrane helices and a C-terminal cytoplasmic domain. Mutant plants showed abnormalities in the size and shape of plastids. MSL3-GFP was localized to discrete foci on the plastid envelope and co-localize with the plastid division protein AtMinE. MSL3 was capable of increasing the osmotic-shock survival of a mutant bacterial strain lacking MS-ion-channel activity.
AT4G24530.1	Gelse_mpi.v2.2_MPIG008610.2	CRO_07G009350.2	O-fucosyltransferase family protein	NA
NA	NA	CRO_07G009370.1	NA	NA
AT4G24540.1	Gelse_mpi.v2.2_MPIG008620.1	CRO_07G009380.1	AGAMOUS-like 24	Encodes a MADS-box protein involved in flowering. Regulates the expression of SOC1 and is also upregulated by SOC1. Binds with IMK3 kinase domain. Phosphorylated by IMK3; likely to be a target for IMK3 kinase domain.
NA	Gelse_mpi.v2.2_MPIG008630.1	CRO_07G009390.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008640.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG008650.2	CRO_07G009400.3	NA	NA
NA	Gelse_mpi.v2.2_MPIG008670.1	CRO_07G009410.7	NA	NA
NA	Gelse_mpi.v2.2_MPIG008680.1	CRO_07G009420.1	NA	NA
AT4G24550.2	Gelse_mpi.v2.2_MPIG008690.1	CRO_07G009430.1	Clathrin adaptor complexes medium subunit family protein	NA
NA	Gelse_mpi.v2.2_MPIG008700.1	NA	NA	NA
AT5G49700.1	Gelse_mpi.v2.2_MPIG008710.1	CRO_07G009440.1	Predicted AT-hook DNA-binding family protein	NA
NA	NA	CRO_07G009450.1	NA	NA
AT4G24560.1	Gelse_mpi.v2.2_MPIG008720.1	CRO_07G009460.3	ubiquitin-specific protease 16	Encodes a ubiquitin-specific protease. There is no evidence for a phenotype in ubp16-1 mutants, however, double mutant analysis with ubp15 mutants reveals a role for UBP16 in plant development and cell proliferation.
AT1G09740.1	Gelse_mpi.v2.2_MPIG008730.5	CRO_07G009470.1	Adenine nucleotide alpha hydrolases-like superfamily protein	NA
AT1G09750.1	Gelse_mpi.v2.2_MPIG008740.1	CRO_07G009480.1	Eukaryotic aspartyl protease family protein	NA
NA	NA	CRO_07G009490.1	NA	NA
NA	NA	CRO_07G009500.1	NA	NA
AT1G58120.1	NA	NA	NA	NA
AT4G24570.1	Gelse_mpi.v2.2_MPIG008760.1	CRO_07G009510.1	dicarboxylate carrier 2	Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).
AT4G24580.1	Gelse_mpi.v2.2_MPIG008770.9	CRO_07G009520.2	Rho GTPase activation protein (RhoGAP) with PH domain	Encodes a Rho GTPase-activating protein that interacts with ROP1 (a Rho GTPase) and regulates pollen tube development. This protein can be observed at the apical tip of growing pollen tubes and on endocytic vesicles traveling to this region of the pollen tube.
NA	NA	CRO_07G009530.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008780.1	NA	NA	NA
AT5G49530.1	NA	NA	SIN-like family protein	NA
AT4G24590.1	Gelse_mpi.v2.2_MPIG008790.2	CRO_07G009540.1	NA	NA
AT5G49710.3	Gelse_mpi.v2.2_MPIG008790.2	CRO_07G009540.1	NA	NA
AT4G24600.1	NA	NA	NA	NA
AT4G24610.2	Gelse_mpi.v2.2_MPIG008800.1	CRO_07G009550.1	NA	NA
NA	NA	CRO_07G009570.1	NA	NA
AT4G24620.1	Gelse_mpi.v2.2_MPIG008810.1	CRO_07G009560.1	phosphoglucose isomerase 1	The PGI1 gene encodes the plastid phospho-glucose (Glc) isomerase. While pgi1-1 mutant has a deficiency in leaf starch synthesis, it accumulates starch in root cap cells. Flowering time of the pgi1-1 mutant is significantly delayed under short-day conditions.
NA	Gelse_mpi.v2.2_MPIG008820.1	NA	NA	NA
NA	NA	CRO_07G009580.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008830.5	CRO_07G009590.1	NA	NA
NA	NA	CRO_07G009600.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008840.5	CRO_07G009610.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008850.1	CRO_07G009620.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008860.1	CRO_07G009630.3	NA	NA
NA	NA	CRO_07G009640.1	NA	NA
AT5G50011.1	Gelse_mpi.v2.2_MPIG008870.1	CRO_07G009650.1	conserved peptide upstream open reading frame 37	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF37 represents a conserved upstream opening reading frame relative to major ORF AT5G50010.1
AT5G49830.2	NA	NA	exocyst complex component 84B	Encodes a member of the exocyst complex gene family. The exocyst is a protein complex involved in tethering vesicles to the plasma membrane during regulated or polarized secretion.
AT5G50010.1	Gelse_mpi.v2.2_MPIG008880.1	CRO_07G009660.1	sequence-specific DNA binding transcription factors;transcription regulators	NA
NA	Gelse_mpi.v2.2_MPIG008890.2	CRO_07G009670.3	NA	NA
NA	Gelse_mpi.v2.2_MPIG008900.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG008910.1	CRO_07G009680.1	NA	NA
NA	NA	CRO_07G009690.1	NA	NA
NA	NA	CRO_07G009720.1	NA	NA
NA	NA	CRO_07G009730.1	NA	NA
NA	NA	CRO_07G009740.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008920.1	CRO_07G009750.1	NA	NA
AT4G24660.1	NA	NA	homeobox protein 22	NA
NA	Gelse_mpi.v2.2_MPIG008930.2	CRO_07G009770.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008940.1	CRO_07G009780.3	NA	NA
NA	NA	CRO_07G009790.1	NA	NA
AT4G24390.2	Gelse_mpi.v2.2_MPIG008950.1	CRO_07G009810.1	RNI-like superfamily protein	NA
AT5G49980.1	Gelse_mpi.v2.2_MPIG008950.1	CRO_07G009810.1	auxin F-box protein 5	NA
NA	NA	CRO_07G009820.1	NA	NA
AT4G24380.1	Gelse_mpi.v2.2_MPIG008960.1	CRO_07G009830.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG008970.2	CRO_07G009840.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008980.1	CRO_07G009850.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG008990.1	CRO_07G009860.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009010.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009020.21	CRO_07G009880.4	NA	NA
NA	NA	CRO_07G009890.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009000.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009030.2	CRO_07G009900.3	NA	NA
NA	NA	CRO_07G009950.1	NA	NA
NA	NA	CRO_07G009980.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG009100.1	NA	NA	NA
NA	NA	CRO_07G010000.1	NA	NA
NA	NA	CRO_07G010010.1	NA	NA
NA	NA	CRO_07G010040.1	NA	NA
NA	NA	CRO_07G010080.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009170.1	NA	NA	NA
NA	NA	CRO_07G010120.1	NA	NA
NA	NA	CRO_07G010150.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009220.1	CRO_07G010160.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG009240.1	NA	NA	NA
NA	NA	CRO_07G010170.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009270.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009310.1	NA	NA	NA
NA	NA	CRO_07G010190.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009360.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009370.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009380.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009400.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009440.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009450.3	NA	NA	NA
NA	NA	CRO_07G010220.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009480.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009490.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009510.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009530.3	CRO_07G010230.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009540.4	NA	NA	NA
NA	NA	CRO_07G010250.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009550.2	CRO_07G010260.1	NA	NA
AT1G22500.1	Gelse_mpi.v2.2_MPIG009570.1	CRO_07G010270.1	RING/U-box superfamily protein	NA
AT1G22490.1	Gelse_mpi.v2.2_MPIG009580.1	CRO_07G010280.1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	NA
NA	Gelse_mpi.v2.2_MPIG009590.1	CRO_07G010290.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009600.7	CRO_07G010300.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG009630.1	CRO_07G010310.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009610.2	NA	NA	NA
NA	NA	CRO_07G010320.2	NA	NA
NA	NA	CRO_07G010330.3	NA	NA
AT4G09060.2	Gelse_mpi.v2.2_MPIG009640.2	CRO_07G010340.1	NA	NA
AT4G09040.1	Gelse_mpi.v2.2_MPIG009660.1	CRO_07G010350.1	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
AT1G22480.1	Gelse_mpi.v2.2_MPIG009670.1	CRO_07G010360.1	Cupredoxin superfamily protein	NA
AT4G09030.1	NA	NA	arabinogalactan protein 10	Encodes arabinogalactan protein (AGP10).
NA	NA	CRO_07G010380.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009680.1	NA	NA	NA
NA	NA	CRO_07G010390.1	NA	NA
AT4G09020.1	Gelse_mpi.v2.2_MPIG009690.2	CRO_07G010410.1	isoamylase 3	Encodes an isoamylase-like protein. Mutant studies show that the gene is strongly involved in starch breakdown. A GUS-protein fusion product was shown to localize to the surface of chloroplastic structures reminiscent of starch granules. In the mutants, the chloroplastic &#945;-amylase AMY3 is upregulated.
AT1G22470.1	Gelse_mpi.v2.2_MPIG009850.1	NA	NA	NA
AT1G35210.1	Gelse_mpi.v2.2_MPIG009850.1	NA	NA	NA
NA	NA	CRO_07G010400.1	NA	NA
AT1G35220.1	Gelse_mpi.v2.2_MPIG009700.2	CRO_07G010420.2	NA	NA
NA	Gelse_mpi.v2.2_MPIG009710.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009720.4	CRO_07G010430.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009730.3	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009750.1	NA	NA	NA
NA	NA	CRO_07G010440.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009760.2	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009770.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009780.1	NA	NA	NA
AT1G35190.1	NA	NA	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	NA
NA	Gelse_mpi.v2.2_MPIG009800.3	CRO_07G010450.2	NA	NA
AT4G09012.1	NA	NA	Mitochondrial ribosomal protein L27	NA
NA	Gelse_mpi.v2.2_MPIG009810.2	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009840.1	NA	NA	NA
AT1G22460.1	Gelse_mpi.v2.2_MPIG009860.2	CRO_07G010460.7	O-fucosyltransferase family protein	NA
AT1G35183.1	NA	NA	NA	NA
NA	NA	CRO_07G010470.1	NA	NA
AT1G35181.1	NA	NA	NA	NA
NA	NA	CRO_07G010480.1	NA	NA
AT1G22450.1	NA	NA	cytochrome C oxidase 6B	subunit 6b of cytochrome c oxidase
AT1G35180.1	NA	NA	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein	NA
AT4G09010.1	Gelse_mpi.v2.2_MPIG009870.10	CRO_07G010490.2	ascorbate peroxidase 4	Encodes a protein that was initially believed to act as a microsomal ascorbate peroxidase APX4 but to date, no evidence of enzymatic activity has been found.
NA	Gelse_mpi.v2.2_MPIG009880.1	CRO_07G010500.2	NA	NA
NA	NA	CRO_07G010510.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG009890.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG009900.1	NA	NA	NA
NA	NA	CRO_07G010520.1	NA	NA
AT1G35150.1	NA	NA	General transcription factor 2-related zinc finger protein	NA
AT1G22430.1	Gelse_mpi.v2.2_MPIG009910.1	CRO_07G010530.2	GroES-like zinc-binding dehydrogenase family protein	NA
AT4G08990.1	NA	NA	DNA (cytosine-5-)-methyltransferase family protein	NA
NA	NA	CRO_07G010540.1	NA	NA
AT1G78310.1	Gelse_mpi.v2.2_MPIG009930.8	CRO_07G010550.3	VQ motif-containing protein	NA
AT4G09000.2	Gelse_mpi.v2.2_MPIG009940.1	CRO_07G010560.1	general regulatory factor 1	Encodes a 14-3-3 gene, designated GRF1 chi (for general regulatory factor1-G-box factor 14-3-3 homolog isoform chi). The major native forms of 14-3-3s are homo- and hetero-dimers, the biological functions of which are to interact physically with specific client proteins and thereby effect a change in the client. As a result, 14-3-3s are involved in a vast array of processes such as the response to stress, cell-cycle control, and apoptosis, serving as adapters, activators, and repressors. There are currently 133 full-length sequences available.
AT1G35160.2	Gelse_mpi.v2.2_MPIG009940.1	CRO_07G010560.1	GF14 protein phi chain	GF14 protein phi chain member of 14-3-3 protein family. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1
AT1G78300.1	Gelse_mpi.v2.2_MPIG009940.1	CRO_07G010560.1	general regulatory factor 2	G-box binding factor GF14 omega encoding a 14-3-3 protein
AT1G78290.2	Gelse_mpi.v2.2_MPIG009950.1	CRO_07G010570.2	Protein kinase superfamily protein	NA
AT1G22420.1	NA	NA	hydroxyproline-rich glycoprotein family protein	NA
NA	Gelse_mpi.v2.2_MPIG009960.1	CRO_07G010580.1	NA	NA
AT1G35030.1	NA	NA	NA	NA
AT4G08967.1	NA	NA	NA	NA
AT1G78280.1	Gelse_mpi.v2.2_MPIG009970.2	CRO_07G010590.2	transferases, transferring glycosyl groups	NA
AT4G08980.1	Gelse_mpi.v2.2_MPIG009990.1	CRO_07G010610.1	F-BOX WITH WD-40 2	Encodes an F-box gene that is a novel negative regulator of AGO1 protein levels and may play a role in ABA signalling and/or response.
AT1G22410.1	Gelse_mpi.v2.2_MPIG009980.1	CRO_07G010600.1	Class-II DAHP synthetase family protein	NA
AT4G08960.1	NA	NA	phosphotyrosyl phosphatase activator (PTPA) family protein	NA
NA	Gelse_mpi.v2.2_MPIG010040.1	NA	NA	NA
AT4G08950.1	Gelse_mpi.v2.2_MPIG010090.1	CRO_07G010630.1	Phosphate-responsive 1 family protein	NA
AT1G35140.1	Gelse_mpi.v2.2_MPIG010090.1	CRO_07G010630.1	Phosphate-responsive 1 family protein	At1g35140 (At1g35140/T32G9_32) mRNA, complete cds
NA	Gelse_mpi.v2.2_MPIG010110.1	NA	NA	NA
NA	NA	CRO_07G010650.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010150.1	NA	NA	NA
NA	NA	CRO_07G010670.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010180.1	NA	NA	NA
NA	NA	CRO_07G010680.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010200.2	NA	NA	NA
AT1G34820.1	NA	NA	Plant thionin family protein	Encodes a Plant thionin family protein
AT1G78270.1	NA	NA	UDP-glucosyl transferase 85A4	NA
NA	NA	CRO_07G010690.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010240.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010270.1	NA	NA	NA
AT1G22370.2	Gelse_mpi.v2.2_MPIG010280.1	CRO_07G010700.1	UDP-glucosyl transferase 85A5	NA
NA	Gelse_mpi.v2.2_MPIG010220.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010300.1	CRO_07G010720.1	NA	NA
AT4G08949.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010320.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010330.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010340.3	CRO_07G010730.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010350.2	NA	NA	NA
NA	NA	CRO_07G010740.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010360.3	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010370.1	NA	NA	NA
NA	Gelse_mpi.v2.2_MPIG010380.1	CRO_07G010750.1	NA	NA
NA	NA	CRO_07G010760.1	NA	NA
NA	Gelse_mpi.v2.2_MPIG010400.1	CRO_07G010770.1	NA	NA
AT1G34790.1	NA	CRO_07G010780.1	C2H2 and C2HC zinc fingers superfamily protein	Encodes a zinc finger protein; involved in photomorphogenesis, flavonoid biosynthesis, flower and seed development.
AT1G22330.1	Gelse_mpi.v2.2_MPIG010430.1	CRO_07G010790.1	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
AT1G78260.1	Gelse_mpi.v2.2_MPIG010430.1	CRO_07G010790.1	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
NA	NA	CRO_07G010800.1	NA	NA
AT1G78240.1	Gelse_mpi.v2.2_MPIG010440.5	CRO_07G010810.3	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Encodes TSD2 (TUMOROUS SHOOT DEVELOPMENT2), a putative methyltransferase with an essential role in cell adhesion and coordinated plant development.
NA	Gelse_mpi.v2.2_MPIG010450.1	NA	NA	NA
AT4G08940.1	Gelse_mpi.v2.2_MPIG010460.1	CRO_07G010820.1	Ubiquitin carboxyl-terminal hydrolase family protein	NA
AT1G78230.1	Gelse_mpi.v2.2_MPIG010470.5	CRO_07G010830.1	Outer arm dynein light chain 1 protein	NA
AT1G22310.2	Gelse_mpi.v2.2_MPIG010480.1	CRO_07G010850.3	methyl-CPG-binding domain 8	Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.
AT4G08930.1	NA	CRO_07G010860.1	APR-like 6	Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily.  This protein also belongs to the adenosine 5'-phosphosulfate reductase-like (APRL) group.
AT1G34780.1	NA	CRO_07G010860.1	APR-like 4	Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily.  This protein also belongs to the adenosine 5'-phosphosulfate reductase-like (APRL) group.
AT1G78220.1	NA	NA	general regulatory factor 13	14-3-3 protein GF14 pi
AT1G34770.1	NA	NA	NA	NA
AT1G22300.1	Gelse_mpi.v2.2_MPIG010490.1	CRO_07G010870.4	general regulatory factor 10	Encodes a 14-3-3 protein. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1
AT1G34760.1	Gelse_mpi.v2.2_MPIG010490.1	CRO_07G010870.4	general regulatory factor 11	Encodes a 14-3-3 protein. Binds H+-ATPase in response to blue light.
NA	Gelse_mpi.v2.2_MPIG010500.4	CRO_07G010880.3	NA	NA
NA	Gelse_mpi.v2.2_MPIG010510.1	NA	NA	NA
AT1G78210.1	NA	NA	alpha/beta-Hydrolases superfamily protein	NA
AT1G34750.1	Gelse_mpi.v2.2_MPIG010520.3	CRO_07G010890.2	Protein phosphatase 2C family protein	NA
NA	Gelse_mpi.v2.2_MPIG010530.1	CRO_07G010900.1	NA	NA
AT4G08920.1	Gelse_mpi.v2.2_MPIG010540.1	CRO_07G010910.1	cryptochrome 1	Encodes CRY1, a flavin-type blue-light photoreceptor with ATP binding and autophosphorylation activity. Functions in perception of blue / green ratio of light.  The photoreceptor may be involved in electron transport. Mutant phenotype displays a blue light-dependent inhibition of hypocotyl elongation. Photoreceptor activity requires light-induced homodimerisation of the N-terminal CNT1 domains of CRY1. Involved in blue-light induced stomatal opening. The C-terminal domain of the protein undergoes a light dependent conformational change.  Also involved in response to circadian rhythm. Mutants exhibit long hypocotyl under blue light and are out of phase in their response to circadian rhythm.  CRY1 is present in the nucleus and cytoplasm.  Different subcellular pools of CRY1 have different functions during photomorphogenesis of Arabidopsis seedlings.
