A.thaliana	G.sempervirens	C.roseus
AT4G24040.1	Gelse_mpi.v2.7_MPIG000950.1	CRO_07G006690.1
	Gelse_mpi.v2.7_MPIG000840.1	
		
		
	Gelse_mpi.v2.7_MPIG000830.1	
		
AT4G10800.1	Gelse_mpi.v2.7_MPIG000820.3	CRO_07G006760.3
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG000810.3	CRO_07G006770.1
		
	Gelse_mpi.v2.7_MPIG000800.1	
		
		
		
		
	Gelse_mpi.v2.7_MPIG000790.1	CRO_07G006780.3
		
		
		
AT4G10790.1	Gelse_mpi.v2.7_MPIG000780.2	CRO_07G006790.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG000770.1	CRO_07G006810.2
		
		
		
AT5G41990.1	Gelse_mpi.v2.7_MPIG000760.1	CRO_07G006820.3
AT1G64630.1	Gelse_mpi.v2.7_MPIG000760.1	CRO_07G006820.3
		
		
		
	Gelse_mpi.v2.7_MPIG000750.4	CRO_07G006830.4
		
		
		
		
		
		
		
AT4G10770.1	Gelse_mpi.v2.7_MPIG000740.1	CRO_07G006850.1
	Gelse_mpi.v2.2_MPIG005910.1	CRO_07G006860.1
		
		
		
		
		
		
		
AT5G67110.1	Gelse_mpi.v2.2_MPIG005920.1	CRO_07G006870.4
		
		
		
AT5G42940.1	Gelse_mpi.v2.2_MPIG005930.7	CRO_07G006880.2
AT1G45180.1	Gelse_mpi.v2.2_MPIG005930.7	CRO_07G006880.2
		
		
	Gelse_mpi.v2.2_MPIG005940.9	CRO_07G006890.5
AT5G42950.1		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG005950.3	CRO_07G006900.2
		
AT5G42955.1		
		
AT5G42830.1	Gelse_mpi.v2.2_MPIG005960.1	CRO_07G006910.1
	Gelse_mpi.v2.2_MPIG005970.1	
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG005980.1	CRO_07G006920.1
		
		
AT1G46480.1	Gelse_mpi.v2.2_MPIG005990.1	CRO_07G006930.1
		
AT5G42960.1		
		
		
		
		
		
		
		
		
		
AT1G46768.1	Gelse_mpi.v2.2_MPIG006000.2	CRO_07G006940.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006010.1	CRO_07G006950.4
		
		
		
		
		
		
AT5G42970.1		
		
		
AT4G06536.1	Gelse_mpi.v2.2_MPIG006020.1	CRO_07G006960.1
		
		
		
AT5G42980.1		
	Gelse_mpi.v2.2_MPIG006040.1	CRO_07G006970.1
		
	Gelse_mpi.v2.2_MPIG006070.1	CRO_07G006980.1
		
		
	Gelse_mpi.v2.2_MPIG006060.1	
		
AT5G42990.1		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006080.1	CRO_07G006990.1
AT5G43000.1		
		
	Gelse_mpi.v2.2_MPIG006090.1	
		CRO_07G007000.1
		
AT5G43010.1		
	Gelse_mpi.v2.2_MPIG006100.1	CRO_07G007010.1
		
AT5G43020.1	Gelse_mpi.v2.2_MPIG006110.2	CRO_07G007020.1
		
		
		
AT4G06744.1	Gelse_mpi.v2.2_MPIG006120.2	CRO_07G007030.1
		
	Gelse_mpi.v2.2_MPIG006130.2	CRO_07G007040.1
		
		
		
		
		
		
		CRO_07G007060.1
		
		
		
	Gelse_mpi.v2.2_MPIG006140.1	CRO_07G007070.1
		
		
	Gelse_mpi.v2.2_MPIG006150.3	CRO_07G007080.2
	Gelse_mpi.v2.2_MPIG006160.1	CRO_07G007090.3
		
		
	Gelse_mpi.v2.2_MPIG006170.1	CRO_07G007100.2
		
		
AT4G07390.1	Gelse_mpi.v2.2_MPIG006180.1	CRO_07G007110.1
		
		
AT4G07400.1	Gelse_mpi.v2.2_MPIG006190.1	CRO_07G007120.1
AT1G47056.1	Gelse_mpi.v2.2_MPIG006190.1	CRO_07G007120.1
		
	Gelse_mpi.v2.2_MPIG006200.1	
		
		
		
	Gelse_mpi.v2.2_MPIG006210.16	CRO_07G007130.3
		
		
		
		
	Gelse_mpi.v2.2_MPIG006220.1	CRO_07G007140.2
		
		
		
		
	Gelse_mpi.v2.2_MPIG006230.1	CRO_07G007150.2
	Gelse_mpi.v2.2_MPIG006240.2	CRO_07G007160.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006260.6	CRO_07G007170.1
		
		
		
		
		
		
		
		
AT5G43050.1		
		CRO_07G007200.1
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006300.1	CRO_07G007210.1
		
		
	Gelse_mpi.v2.2_MPIG006310.1	CRO_07G007220.6
		
AT5G43060.1		
		CRO_07G007260.1
		
		
		CRO_07G007270.1
		
	Gelse_mpi.v2.2_MPIG006340.1	CRO_07G007300.1
		
		
		
AT5G43066.1		
		
		
	Gelse_mpi.v2.2_MPIG006350.1	CRO_07G007340.1
		CRO_07G007350.1
		CRO_07G007360.1
		
		
	Gelse_mpi.v2.2_MPIG006360.1	CRO_07G007370.1
		
AT5G43070.1	Gelse_mpi.v2.2_MPIG006370.1	CRO_07G007380.2
AT1G47200.1	Gelse_mpi.v2.2_MPIG006370.1	CRO_07G007380.2
		
		
		
AT5G67310.1	Gelse_mpi.v2.2_MPIG006380.1	CRO_07G007410.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006410.1	CRO_07G007460.1
		
		
		CRO_07G007470.1
		
		
		
		CRO_07G007480.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG006440.1	CRO_07G007510.1
		
		
	Gelse_mpi.v2.2_MPIG006450.1	
		CRO_07G007520.1
		
		
		
		
AT5G43080.1	Gelse_mpi.v2.2_MPIG006470.1	CRO_07G007550.1
AT1G47220.1	Gelse_mpi.v2.2_MPIG006470.1	CRO_07G007550.1
		
		
	Gelse_mpi.v2.2_MPIG006480.1	CRO_07G007560.1
	Gelse_mpi.v2.2_MPIG006490.2	
		
	Gelse_mpi.v2.2_MPIG006510.1	
	Gelse_mpi.v2.2_MPIG006520.1	CRO_07G007570.1
		
		
		
AT5G43090.1		
		
		CRO_07G007580.1
		
		
		CRO_07G007430.1
		
	Gelse_mpi.v2.2_MPIG006560.1	
	Gelse_mpi.v2.2_MPIG006530.1	CRO_07G007600.2
		
	Gelse_mpi.v2.2_MPIG006540.1	
	Gelse_mpi.v2.2_MPIG006550.1	
AT5G43100.1		
		
AT1G47240.1	Gelse_mpi.v2.2_MPIG006570.1	CRO_07G007610.1
		
		
	Gelse_mpi.v2.2_MPIG006580.2	CRO_07G007620.1
		
	Gelse_mpi.v2.2_MPIG006590.1	CRO_07G007630.1
	Gelse_mpi.v2.2_MPIG006600.1	CRO_07G007640.1
		
AT1G27690.1	Gelse_mpi.v2.2_MPIG006610.1	CRO_07G007650.1
		
		
	Gelse_mpi.v2.2_MPIG006620.1	
		
		
		
AT5G43120.1	Gelse_mpi.v2.2_MPIG006630.1	CRO_07G007660.1
		
		
	Gelse_mpi.v2.2_MPIG006640.1	CRO_07G007670.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006650.1	CRO_07G007680.1
		
		
		
		
		
		
AT1G27695.1	Gelse_mpi.v2.2_MPIG006660.1	CRO_07G007690.1
		
		
		
		
		
		
		CRO_07G007700.1
		
	Gelse_mpi.v2.2_MPIG006670.1	
		
		
		
		
AT1G27700.1	Gelse_mpi.v2.2_MPIG006680.1	CRO_07G007710.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006690.3	CRO_07G007720.1
		
		
		
	Gelse_mpi.v2.2_MPIG006710.3	CRO_07G007730.1
		
		
		
	Gelse_mpi.v2.2_MPIG006720.1	CRO_07G007740.1
		
		
		
		
		
AT1G27710.1		
		
		
	Gelse_mpi.v2.2_MPIG006730.1	CRO_07G007750.1
		
		
AT5G43130.2	Gelse_mpi.v2.2_MPIG006740.2	CRO_07G007760.2
AT1G27720.1	Gelse_mpi.v2.2_MPIG006740.2	CRO_07G007760.2
		
		
AT5G43140.1	Gelse_mpi.v2.2_MPIG006750.1	CRO_07G007770.1
		
		
		
		
		
AT5G43150.1		CRO_07G007780.1
	Gelse_mpi.v2.2_MPIG006760.1	
	Gelse_mpi.v2.2_MPIG006770.1	CRO_07G007790.1
	Gelse_mpi.v2.2_MPIG006780.5	CRO_07G007800.5
		
AT5G43160.1		
	Gelse_mpi.v2.2_MPIG006790.2	CRO_07G007810.1
		
		
		
		
AT5G43170.1	Gelse_mpi.v2.2_MPIG006800.1	CRO_07G007820.1
AT1G27730.1	Gelse_mpi.v2.2_MPIG006800.1	CRO_07G007820.1
	Gelse_mpi.v2.2_MPIG006810.1	
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006820.1	CRO_07G007830.1
		
		
		
AT1G27750.1	Gelse_mpi.v2.2_MPIG006840.1	CRO_07G007840.2
		
		
		
		
AT1G27752.1	Gelse_mpi.v2.2_MPIG006850.6	CRO_07G007850.3
		
AT5G43175.1	Gelse_mpi.v2.2_MPIG006830.1	
AT1G27740.1	Gelse_mpi.v2.2_MPIG006830.1	
	Gelse_mpi.v2.2_MPIG006860.1	
		
AT1G27760.3	Gelse_mpi.v2.2_MPIG006870.1	CRO_07G007860.1
		
		
		
	Gelse_mpi.v2.2_MPIG006880.1	CRO_07G007870.1
		
		
	Gelse_mpi.v2.2_MPIG006900.1	
AT5G43180.1		
AT1G27770.1		CRO_07G007880.1
		
	Gelse_mpi.v2.2_MPIG006910.1	
		
		
	Gelse_mpi.v2.2_MPIG006920.1	
		
		
	Gelse_mpi.v2.2_MPIG006940.1	CRO_07G007900.2
		
		
		
	Gelse_mpi.v2.2_MPIG006930.10	CRO_07G007890.5
AT5G43185.1		
		
AT1G27820.1		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006950.1	CRO_07G007920.1
		
		
		
		
AT5G43190.1	Gelse_mpi.v2.2_MPIG006960.1	CRO_07G007930.1
		
		
		
AT1G27840.3	Gelse_mpi.v2.2_MPIG006970.3	CRO_07G007940.1
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG006980.3	CRO_07G007950.1
		
	Gelse_mpi.v2.2_MPIG006990.1	CRO_07G007960.1
AT1G59600.1	Gelse_mpi.v2.2_MPIG007000.5	CRO_07G007970.4
		
AT1G59590.1	Gelse_mpi.v2.2_MPIG007010.1	CRO_07G007980.1
AT1G10220.1	Gelse_mpi.v2.2_MPIG007010.1	CRO_07G007980.1
	Gelse_mpi.v2.2_MPIG007020.1	CRO_07G007990.1
		
		
		
		
		
AT1G10200.1	Gelse_mpi.v2.2_MPIG007030.1	CRO_07G008000.1
	Gelse_mpi.v2.2_MPIG007040.3	CRO_07G008010.1
		
AT1G59580.1		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG007060.1	CRO_07G008030.1
		
		
AT1G10190.1		
		
	Gelse_mpi.v2.2_MPIG007050.1	CRO_07G008020.1
	Gelse_mpi.v2.2_MPIG007070.1	CRO_07G008040.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG007080.1	CRO_07G008050.1
		
AT1G59560.1		
		
	Gelse_mpi.v2.2_MPIG007090.3	
		CRO_07G008070.1
		
		
		
		
AT1G10180.1		
	Gelse_mpi.v2.2_MPIG007100.1	CRO_07G008080.3
AT4G07410.1	Gelse_mpi.v2.2_MPIG007110.2	CRO_07G008090.2
AT1G27470.1	Gelse_mpi.v2.2_MPIG007110.2	CRO_07G008090.2
		
		
AT1G10130.1	Gelse_mpi.v2.2_MPIG007120.1	CRO_07G008100.2
AT1G59550.1		
		
	Gelse_mpi.v2.2_MPIG007140.1	
		
		
		
		
	Gelse_mpi.v2.2_MPIG007150.1	
		
		
	Gelse_mpi.v2.2_MPIG007180.1	CRO_07G008110.1
AT1G10170.1		
		
	Gelse_mpi.v2.2_MPIG007220.1	
	Gelse_mpi.v2.2_MPIG007230.1	
		
	Gelse_mpi.v2.2_MPIG007240.3	
	Gelse_mpi.v2.2_MPIG007250.1	
		
		
		
	Gelse_mpi.v2.2_MPIG007270.2	
	Gelse_mpi.v2.2_MPIG007280.1	
	Gelse_mpi.v2.2_MPIG007300.1	CRO_07G008120.3
		
		
		
AT1G58420.1	Gelse_mpi.v2.2_MPIG007310.1	CRO_07G008130.1
AT1G10140.1	Gelse_mpi.v2.2_MPIG007310.1	CRO_07G008130.1
		
AT1G27480.1	Gelse_mpi.v2.2_MPIG007320.1	CRO_07G008140.1
		
		
AT1G10155.1		
		
		
	Gelse_mpi.v2.2_MPIG007330.1	CRO_07G008150.1
	Gelse_mpi.v2.2_MPIG007340.1	
		
	Gelse_mpi.v2.2_MPIG007350.1	CRO_07G008160.1
		
		
		CRO_07G008170.1
		
AT1G59510.1	Gelse_mpi.v2.2_MPIG007360.7	CRO_07G008180.1
AT1G10150.1	Gelse_mpi.v2.2_MPIG007360.7	CRO_07G008180.1
AT1G59535.1		
	Gelse_mpi.v2.2_MPIG007370.1	
		
	Gelse_mpi.v2.2_MPIG007390.1	
	Gelse_mpi.v2.2_MPIG007400.3	
		CRO_07G008190.1
	Gelse_mpi.v2.2_MPIG007410.1	
	Gelse_mpi.v2.2_MPIG007420.1	
	Gelse_mpi.v2.2_MPIG007430.2	
		
		
	Gelse_mpi.v2.2_MPIG007450.1	CRO_07G008200.1
		
		
		
AT1G59520.3	Gelse_mpi.v2.2_MPIG007460.3	CRO_07G008210.2
		
		
AT1G59530.1	Gelse_mpi.v2.2_MPIG007470.1	CRO_07G008220.1
		
		
AT1G59500.1		
		
AT1G59540.1	Gelse_mpi.v2.2_MPIG007480.2	CRO_07G008230.2
		
	Gelse_mpi.v2.2_MPIG007490.1	CRO_07G008240.1
AT1G59171.1		
		CRO_07G008250.1
		
		
		
AT1G59077.1		
AT1G59030.1		
	Gelse_mpi.v2.2_MPIG007500.1	CRO_07G008260.2
		
AT1G58936.1		
		
		
		
AT1G58848.1		
	Gelse_mpi.v2.2_MPIG007510.1	CRO_07G008270.1
		
		
		
		
		
		
		
AT1G58684.1		
	Gelse_mpi.v2.2_MPIG007520.3	CRO_07G008280.2
		
		
		
AT1G58470.1	Gelse_mpi.v2.2_MPIG007530.2	CRO_07G008290.1
		
		CRO_07G008300.1
	Gelse_mpi.v2.2_MPIG007540.1	CRO_07G008310.1
	Gelse_mpi.v2.2_MPIG007550.1	
		
	Gelse_mpi.v2.2_MPIG007560.1	CRO_07G008320.1
AT1G58460.1		
		
		
		
AT1G10120.1	Gelse_mpi.v2.2_MPIG007570.8	CRO_07G008330.2
		
		
		CRO_07G008340.1
		
		
AT4G07960.1	Gelse_mpi.v2.2_MPIG007580.2	CRO_07G008350.3
AT1G58450.1		
		
		
		CRO_07G008360.1
		
		
	Gelse_mpi.v2.2_MPIG007590.1	CRO_07G008370.1
		
AT1G10100.1		
	Gelse_mpi.v2.2_MPIG007600.3	
AT1G58440.1	Gelse_mpi.v2.2_MPIG007610.1	CRO_07G008380.2
AT4G07990.1	Gelse_mpi.v2.2_MPIG007620.1	CRO_07G008390.1
		
AT1G10095.1		
AT1G58430.1		
	Gelse_mpi.v2.2_MPIG007630.4	CRO_07G008400.1
		
		
		
	Gelse_mpi.v2.2_MPIG007640.1	CRO_07G008410.1
		
		
		
AT1G58520.2	Gelse_mpi.v2.2_MPIG007650.5	CRO_07G008420.2
AT1G10090.1	Gelse_mpi.v2.2_MPIG007650.5	CRO_07G008420.2
		
	Gelse_mpi.v2.2_MPIG007660.2	CRO_07G008430.1
	Gelse_mpi.v2.2_MPIG007670.1	CRO_07G008440.1
		CRO_07G008450.1
		
		
		
AT1G10070.1	Gelse_mpi.v2.2_MPIG007680.14	CRO_07G008460.1
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG007690.1	
		
		
		
		
		CRO_07G008480.1
		
	Gelse_mpi.v2.2_MPIG007700.2	CRO_07G008490.2
		
		
		
		
		
		
		
		
AT4G08150.1	Gelse_mpi.v2.2_MPIG007710.5	CRO_07G008500.1
		
		
		
		
		
		
AT4G08160.1	Gelse_mpi.v2.2_MPIG007720.1	CRO_07G008510.2
AT1G58370.1	Gelse_mpi.v2.2_MPIG007720.1	CRO_07G008510.2
AT1G10050.1	Gelse_mpi.v2.2_MPIG007720.1	CRO_07G008510.2
		
		
		
		CRO_07G008530.1
		
	Gelse_mpi.v2.2_MPIG007740.2	
		CRO_07G008520.1
AT1G10040.1	Gelse_mpi.v2.2_MPIG007730.3	CRO_07G008540.1
		
		
		
	Gelse_mpi.v2.2_MPIG007750.1	CRO_07G008550.1
		
		
		
AT1G10030.1	Gelse_mpi.v2.2_MPIG007760.3	CRO_07G008560.2
AT1G10020.1	Gelse_mpi.v2.2_MPIG007770.1	CRO_07G008570.1
		
		CRO_07G008580.1
		
		
AT1G58350.1		
	Gelse_mpi.v2.2_MPIG007780.1	CRO_07G008590.1
AT1G10010.1		
AT4G08170.2	Gelse_mpi.v2.2_MPIG007790.4	CRO_07G008600.2
		
		CRO_07G008610.1
		
		
		CRO_07G008620.2
	Gelse_mpi.v2.2_MPIG007800.9	CRO_07G008630.1
		
	Gelse_mpi.v2.2_MPIG007810.6	CRO_07G008640.7
		
AT1G09995.1		
AT5G49630.1	Gelse_mpi.v2.2_MPIG007820.2	CRO_07G008650.1
AT1G58360.1	Gelse_mpi.v2.2_MPIG007820.2	CRO_07G008650.1
		
		
AT5G49640.1		
	Gelse_mpi.v2.2_MPIG007830.1	
		
		
		
		
AT5G49650.1	Gelse_mpi.v2.2_MPIG007840.1	CRO_07G008660.1
		
AT1G58330.1		
		
	Gelse_mpi.v2.2_MPIG007860.1	CRO_07G008670.1
		
		
		
		
		
AT1G09980.1		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG007880.3	CRO_07G008690.2
		
		
		
		
		
		
		
		
AT5G49660.1	Gelse_mpi.v2.2_MPIG007870.1	CRO_07G008680.1
		
		
AT1G58320.1		
AT1G09970.2	Gelse_mpi.v2.2_MPIG007890.1	CRO_07G008700.1
		
	Gelse_mpi.v2.2_MPIG007900.1	
		
		
		
	Gelse_mpi.v2.2_MPIG007920.1	
		
		
AT1G09960.1	Gelse_mpi.v2.2_MPIG007910.1	CRO_07G008710.5
		CRO_07G008720.1
		
		
AT1G58340.1	Gelse_mpi.v2.2_MPIG007930.2	
		
	Gelse_mpi.v2.2_MPIG007940.1	CRO_07G008730.8
		
		
	Gelse_mpi.v2.2_MPIG007950.3	CRO_07G008740.1
		
		
		
AT1G09950.1		
		
		
		
	Gelse_mpi.v2.2_MPIG007960.1	CRO_07G008760.2
		
		CRO_07G008770.4
		
		
		
		
		
		CRO_07G008780.1
		
AT1G58300.1		
	Gelse_mpi.v2.2_MPIG007970.1	CRO_07G008790.2
		
		
		
	Gelse_mpi.v2.2_MPIG007980.1	
		
		CRO_07G008800.1
	Gelse_mpi.v2.2_MPIG007990.1	
	Gelse_mpi.v2.2_MPIG008000.1	
		
		
		
	Gelse_mpi.v2.2_MPIG008010.1	CRO_07G008810.1
		CRO_07G008750.1
		
		
		
		
		
		
AT1G58290.1	Gelse_mpi.v2.2_MPIG008020.1	CRO_07G008820.1
AT1G09940.1	Gelse_mpi.v2.2_MPIG008020.1	CRO_07G008820.1
		
		
		
		
		
		
		
AT5G49665.1	Gelse_mpi.v2.2_MPIG008030.1	CRO_07G008830.1
		
		
		
		
AT1G09935.1		
		
		
	Gelse_mpi.v2.2_MPIG008040.5	CRO_07G008840.2
	Gelse_mpi.v2.2_MPIG008050.1	
		
		
		
	Gelse_mpi.v2.2_MPIG008060.1	CRO_07G008850.2
		
		
		
AT1G58280.2	Gelse_mpi.v2.2_MPIG008070.2	CRO_07G008860.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG008080.2	CRO_07G008870.8
		
AT1G09932.1		
	Gelse_mpi.v2.2_MPIG008090.1	CRO_07G008880.1
		
		
		
		
AT4G24400.1	Gelse_mpi.v2.2_MPIG008100.2	CRO_07G008890.3
		
		
		
	Gelse_mpi.v2.2_MPIG008110.1	CRO_07G008900.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG008120.1	
		
		
	Gelse_mpi.v2.2_MPIG008140.1	
		
	Gelse_mpi.v2.2_MPIG008150.1	CRO_07G008910.3
		
		
		
		
		
AT1G09930.1	Gelse_mpi.v2.2_MPIG008170.1	CRO_07G008920.1
		
		
		
AT1G58270.1		
		
		
AT4G24410.1		
	Gelse_mpi.v2.2_MPIG008180.1	CRO_07G008930.1
AT1G09900.1	Gelse_mpi.v2.2_MPIG008190.1	CRO_07G008940.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG008200.3	
		
		
	Gelse_mpi.v2.2_MPIG008210.1	CRO_07G008950.8
	Gelse_mpi.v2.2_MPIG008220.1	
		CRO_07G008960.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG008230.1	CRO_07G008970.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG008240.1	
		
		
AT1G09920.1	Gelse_mpi.v2.2_MPIG008250.1	CRO_07G008980.1
		
AT1G09890.1	Gelse_mpi.v2.2_MPIG008260.1	CRO_07G008990.1
AT1G58265.1		
		
		
		
		
		
AT1G09880.1		
AT4G24430.1		
		
		
		
AT1G09870.1		
AT1G09910.1	Gelse_mpi.v2.2_MPIG008270.3	CRO_07G009020.1
AT1G09860.1		
	Gelse_mpi.v2.2_MPIG008280.3	CRO_07G009030.1
		
AT1G09850.1		
		
		
AT4G24440.1	Gelse_mpi.v2.2_MPIG008290.2	CRO_07G009040.4
		
		
		
		
	Gelse_mpi.v2.2_MPIG008300.1	CRO_07G009050.1
AT1G58225.1	Gelse_mpi.v2.2_MPIG008320.1	
		
		
AT4G24450.1		
AT1G58260.1		
		
		
		
		
	Gelse_mpi.v2.2_MPIG008330.6	CRO_07G009060.1
AT1G09820.1		
		
	Gelse_mpi.v2.2_MPIG008340.1	
	Gelse_mpi.v2.2_MPIG008310.1	
		
		
AT4G24460.1	Gelse_mpi.v2.2_MPIG008350.1	CRO_07G009070.1
		
AT1G09815.1		
		
	Gelse_mpi.v2.2_MPIG008370.1	CRO_07G009080.1
	Gelse_mpi.v2.2_MPIG008360.1	CRO_07G009090.1
		
		
		
		CRO_07G009100.1
		
		
		CRO_07G009110.2
		
	Gelse_mpi.v2.2_MPIG008460.4	
		
		
AT5G49680.2	Gelse_mpi.v2.2_MPIG008380.1	CRO_07G009120.1
AT1G58250.2	Gelse_mpi.v2.2_MPIG008380.1	CRO_07G009120.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG008390.1	CRO_07G009130.4
AT4G24470.3	Gelse_mpi.v2.2_MPIG008400.5	CRO_07G009140.2
		
AT1G58245.1		
		
		
		
AT1G09780.1		
AT5G49690.1	Gelse_mpi.v2.2_MPIG008410.1	CRO_07G009150.1
		
AT1G09770.1		
		
AT1G58235.1		
		CRO_07G009160.1
	Gelse_mpi.v2.2_MPIG008420.4	
		
		
		
AT1G09760.1		
AT1G58230.1	Gelse_mpi.v2.2_MPIG008430.1	CRO_07G009170.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG008450.1	CRO_07G009210.1
AT4G24480.1	Gelse_mpi.v2.2_MPIG008440.1	CRO_07G009180.1
		
		
		
		CRO_07G009190.1
AT1G09730.1		
	Gelse_mpi.v2.2_MPIG008470.1	CRO_07G009200.3
		
		
AT1G09700.1	Gelse_mpi.v2.2_MPIG008510.3	CRO_07G009230.4
		
		
AT4G24490.1	Gelse_mpi.v2.2_MPIG008480.1	CRO_07G009220.1
		
		
	Gelse_mpi.v2.2_MPIG008490.1	
	Gelse_mpi.v2.2_MPIG008500.1	
		
		
		
		
		
		CRO_07G009240.1
		
		
		
AT4G24500.1		CRO_07G009250.1
		
		
		
	Gelse_mpi.v2.2_MPIG008520.2	CRO_07G009260.2
		
		
		
AT4G24510.1	Gelse_mpi.v2.2_MPIG008530.1	CRO_07G009270.1
		
AT4G24520.1	Gelse_mpi.v2.2_MPIG008540.1	CRO_07G009280.1
		
		
		
AT1G58220.1	Gelse_mpi.v2.2_MPIG008550.2	CRO_07G009290.3
AT1G09710.2	Gelse_mpi.v2.2_MPIG008550.2	CRO_07G009290.3
	Gelse_mpi.v2.2_MPIG008560.2	CRO_07G009300.2
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG008570.4	CRO_07G009310.4
		
	Gelse_mpi.v2.2_MPIG008580.5	
		CRO_07G009320.3
		
		
		
		
		
AT1G58210.1		
AT1G09720.1		
	Gelse_mpi.v2.2_MPIG008590.1	CRO_07G009330.4
		
		
		CRO_07G009340.1
		
		
AT1G58200.1	Gelse_mpi.v2.2_MPIG008600.1	CRO_07G009360.8
		
AT4G24530.1	Gelse_mpi.v2.2_MPIG008610.2	CRO_07G009350.2
		
		
		CRO_07G009370.1
		
		
		
AT4G24540.1	Gelse_mpi.v2.2_MPIG008620.1	CRO_07G009380.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG008630.1	CRO_07G009390.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG008640.1	
	Gelse_mpi.v2.2_MPIG008650.2	CRO_07G009400.3
	Gelse_mpi.v2.2_MPIG008670.1	CRO_07G009410.7
		
	Gelse_mpi.v2.2_MPIG008680.1	CRO_07G009420.1
		
		
AT4G24550.2	Gelse_mpi.v2.2_MPIG008690.1	CRO_07G009430.1
		
		
		
	Gelse_mpi.v2.2_MPIG008700.1	
		
		
		
AT5G49700.1	Gelse_mpi.v2.2_MPIG008710.1	CRO_07G009440.1
		
		
		
		CRO_07G009450.1
		
		
		
AT4G24560.1	Gelse_mpi.v2.2_MPIG008720.1	CRO_07G009460.3
		
AT1G09740.1	Gelse_mpi.v2.2_MPIG008730.5	CRO_07G009470.1
		
		
AT1G09750.1	Gelse_mpi.v2.2_MPIG008740.1	CRO_07G009480.1
		
		
		
		
		
		
		
		CRO_07G009490.1
		
		
		CRO_07G009500.1
AT1G58120.1		
		
		
		
		
		
		
AT4G24570.1	Gelse_mpi.v2.2_MPIG008760.1	CRO_07G009510.1
		
		
AT4G24580.1	Gelse_mpi.v2.2_MPIG008770.9	CRO_07G009520.2
		
		
		CRO_07G009530.1
		
	Gelse_mpi.v2.2_MPIG008780.1	
AT5G49530.1		
		
		
AT4G24590.1	Gelse_mpi.v2.2_MPIG008790.2	CRO_07G009540.1
AT5G49710.3	Gelse_mpi.v2.2_MPIG008790.2	CRO_07G009540.1
AT4G24600.1		
AT4G24610.2	Gelse_mpi.v2.2_MPIG008800.1	CRO_07G009550.1
		
		
		
		
		
		CRO_07G009570.1
		
AT4G24620.1	Gelse_mpi.v2.2_MPIG008810.1	CRO_07G009560.1
	Gelse_mpi.v2.2_MPIG008820.1	
		
		CRO_07G009580.1
		
	Gelse_mpi.v2.2_MPIG008830.5	CRO_07G009590.1
		
		
		
		
		
		CRO_07G009600.1
		
		
	Gelse_mpi.v2.2_MPIG008840.5	CRO_07G009610.1
		
		
	Gelse_mpi.v2.2_MPIG008850.1	CRO_07G009620.1
		
	Gelse_mpi.v2.2_MPIG008860.1	CRO_07G009630.3
		
		
		CRO_07G009640.1
		
		
		
		
AT5G50011.1	Gelse_mpi.v2.2_MPIG008870.1	CRO_07G009650.1
AT5G49830.2		
		
		
		
AT5G50010.1	Gelse_mpi.v2.2_MPIG008880.1	CRO_07G009660.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG008890.2	CRO_07G009670.3
	Gelse_mpi.v2.2_MPIG008900.1	
		
	Gelse_mpi.v2.2_MPIG008910.1	CRO_07G009680.1
		
		CRO_07G009690.1
		
		CRO_07G009720.1
		
		CRO_07G009730.1
		CRO_07G009740.1
		
	Gelse_mpi.v2.2_MPIG008920.1	CRO_07G009750.1
		
		
AT4G24660.1		
		
	Gelse_mpi.v2.2_MPIG008930.2	CRO_07G009770.1
		
